         64297 function calls (63794 primitive calls) in 0.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.000    0.000 managers.py:1556(get_values)
       13    0.000    0.000    0.000    0.000 mongo_client.py:1547(_get_server_session)
       84    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       78    0.000    0.000    0.000    0.000 series.py:476(_values)
       14    0.000    0.000    0.000    0.000 range.py:69(__new__)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:2171(all)
       40    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       91    0.000    0.000    0.000    0.000 common.py:923(is_signed_integer_dtype)
       13    0.000    0.000    0.000    0.000 topology.py:416(get_server_session)
       13    0.000    0.000    0.000    0.000 shape_base.py:229(vstack)
       13    0.000    0.000    0.000    0.000 pool.py:1016(_get_socket_no_auth)
       91    0.000    0.000    0.000    0.000 common.py:980(is_unsigned_integer_dtype)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
       40    0.000    0.000    0.000    0.000 _methods.py:42(_any)
       78    0.000    0.000    0.000    0.000 managers.py:1549(internal_values)
       13    0.000    0.000    0.000    0.000 topology.py:188(_select_servers_loop)
       13    0.000    0.000    0.000    0.000 managers.py:1841(_stack_arrays)
       78    0.000    0.000    0.000    0.000 series.py:406(dtype)
        3    0.000    0.000    0.000    0.000 managers.py:934(get)
       13    0.000    0.000    0.000    0.000 mongo_client.py:1046(_get_topology)
       40    0.000    0.000    0.000    0.000 frame.py:937(__len__)
      128    0.000    0.000    0.000    0.000 base.py:3608(values)
      750    0.000    0.000    0.000    0.000 common.py:117(classes)
       13    0.000    0.000    0.000    0.000 topology.py:132(open)
       26    0.000    0.000    0.000    0.000 cursor.py:294(__die)
       93    0.000    0.000    0.000    0.000 {numpy.arange}
       13    0.000    0.000    0.000    0.000 concat.py:22(get_mgr_concatenation_plan)
       13    0.000    0.000    0.000    0.000 son.py:40(__init__)
      304    0.000    0.000    0.000    0.000 base.py:652(__len__)
       78    0.000    0.000    0.000    0.000 base.py:547(_get_attributes_dict)
       13    0.000    0.000    0.000    0.000 thread_util.py:83(release)
       13    0.000    0.000    0.000    0.000 client_session.py:614(get_server_session)
       13    0.000    0.000    0.000    0.000 topology_description.py:217(apply_selector)
      409    0.000    0.000    0.000    0.000 {max}
       13    0.000    0.000    0.000    0.000 message.py:1469(unpack)
       22    0.000    0.000    0.000    0.000 generic.py:5069(__setattr__)
      150    0.000    0.000    0.000    0.000 database.py:394(_fix_outgoing)
       13    0.000    0.000    0.000    0.000 mongo_client.py:1604(_receive_cluster_time)
        3    0.000    0.000    0.000    0.000 managers.py:963(iget)
        3    0.000    0.000    0.000    0.000 frame.py:3342(_box_item_values)
       41    0.000    0.000    0.000    0.000 base.py:643(_engine)
       78    0.000    0.000    0.000    0.000 managers.py:1522(dtype)
      150    0.000    0.000    0.000    0.000 objectid.py:83(__init__)
       41    0.000    0.000    0.000    0.000 {sum}
       13    0.000    0.000    0.000    0.000 client_session.py:288(_end_session)
       52    0.000    0.000    0.000    0.000 dtypes.py:452(construct_from_string)
       91    0.000    0.000    0.000    0.000 dtypes.py:672(construct_from_string)
       13    0.000    0.000    0.000    0.000 thread_util.py:63(release)
       26    0.000    0.000    0.000    0.000 son.py:135(update)
       13    0.000    0.000    0.000    0.000 topology.py:460(_ensure_opened)
      206    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      7/2    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
      221    0.000    0.000    0.000    0.000 common.py:127(<lambda>)
       78    0.000    0.000    0.000    0.000 cast.py:341(infer_dtype_from_scalar)
       26    0.000    0.000    0.000    0.000 periodic_executor.py:53(open)
       14    0.000    0.000    0.000    0.000 range.py:136(_simple_new)
      195    0.000    0.000    0.000    0.000 common.py:316(apply_if_callable)
       13    0.000    0.000    0.000    0.000 client_session.py:537(_apply_to)
       39    0.000    0.000    0.000    0.000 common.py:868(is_integer_dtype)
      202    0.000    0.000    0.000    0.000 collection.py:310(database)
