         7577645 function calls (7535716 primitive calls) in 22.257 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1950    0.001    0.000    0.006    0.000 base.py:2238(_get_reconciled_name_object)
     2843    0.002    0.000    0.006    0.000 managers.py:291(__len__)
      520    0.001    0.000    0.006    0.000 indexing.py:256(_convert_scalar_indexer)
  146/144    0.001    0.000    0.006    0.000 contextlib.py:21(__exit__)
      130    0.002    0.000    0.006    0.000 base.py:3752(_try_convert_to_int_index)
     1461    0.001    0.000    0.006    0.000 managers.py:1850(_shape_compat)
     2315    0.006    0.000    0.006    0.000 {operator.and_}
     1461    0.001    0.000    0.006    0.000 series.py:490(get_values)
     4918    0.004    0.000    0.006    0.000 managers.py:1546(external_values)
     5236    0.003    0.000    0.006    0.000 datetimelike.py:351(asi8)
     3980    0.005    0.000    0.005    0.000 numeric.py:2758(geterr)
      260    0.004    0.000    0.005    0.000 blocks.py:2148(_try_coerce_args)
     2618    0.004    0.000    0.005    0.000 datetimelike.py:1537(maybe_infer_freq)
      260    0.002    0.000    0.005    0.000 blocks.py:2223(set)
     1040    0.001    0.000    0.005    0.000 format.py:304(justify)
      780    0.001    0.000    0.005    0.000 format.py:298(__init__)
      131    0.000    0.000    0.005    0.000 generic.py:1844(__contains__)
     4049    0.004    0.000    0.005    0.000 inference.py:470(is_sequence)
      143    0.001    0.000    0.005    0.000 message.py:276(as_command)
     2928    0.002    0.000    0.005    0.000 base.py:3663(get_values)
      261    0.001    0.000    0.005    0.000 fromnumeric.py:2664(prod)
     2080    0.003    0.000    0.005    0.000 generic.py:297(_construct_axes_from_arguments)
     1040    0.003    0.000    0.005    0.000 printing.py:50(justify)
